guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:217516,Sorex trowbridgii mariposae,217516,James Tucker,California,Plumas County,"University of California Forestry Camp, Quincy",,2004-07-14,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),female,39.9177662,-121.0631179,112,116,55,13,8,,4.4,mm,mm,mm,mm,,g,Nulliparous,
MVZ:Mamm:219014,Sorex trowbridgii montereyensis,219014,"Ilona Lunenburg, Andrea Swei",California,Marin County,"Marin Municipal Water District, Fairfax",117,2006-05-22,DNA (frozen); skeleton; skull; tissue (frozen),male,37.9689888889,-122.6015027778,130,106,45,19,8,,5.6,mm,mm,mm,mm,,g,t=5x4,
MVZ:Mamm:222490,Sorex trowbridgii mariposae,222490,Madeline S. Tiee,California,Tulare County,"Taylor Meadow, Sequoia National Forest",Madeline S. Tiee 15,2008-07-14,"skeleton (postcranial); skin, study; skull; tissue (frozen; RNAlater)",female,35.8321,-118.296317,141,120,57,14,9,,5.15,mm,mm,mm,mm,,g,"lact, ut scars, 2L, 1R",
MVZ:Mamm:232185,Sorex trowbridgii mariposae,232185,James Tucker,California,Yuba County,Oregon Creek Day Use Area,,2007-03-06,skeleton; skull; tissue (frozen),female,39.395635,-121.082304,,112,49,13,8,,7.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:225827,Sorex trowbridgii mariposae,225827,Ricardo Pereira,California,Tuolumne County,Hells Hollow,,2007-12-31,DNA (frozen); skeleton; skull; tissue (frozen),female,37.79615,-120.14305,,110,47,13,7,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:223095,Sorex trowbridgii mariposae,223095,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,127,2003-05-27,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),unknown,36.412731,-118.802821,2478,95,44,13,9,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:201309,Sorex trowbridgii mariposae,201309,Christopher J. Conroy,California,Tuolumne County,"Tuolumne Creek at Tioga Pass Rd., 8.9 mi from junction with Big Oak Flat Rd., Yosemite National Park",Christopher J. Conroy 875,2003-06-11,"DNA; skin, study; skull; tissue (frozen)",female,37.81096,-119.71286,110,111.0,51.0,12.0,7.0,,6.50,mm,mm,mm,mm,,g,"emb: 2R, 2L, CR: 5mm",
MVZ:Mamm:191579,Sorex trowbridgii montereyensis,191579,"James L. Patton, Gary M. Fellers",California,Marin County,"2.1 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.7 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17029,1998-06-03,skeleton; skull; tissue (frozen),female,38.0967658,-122.9027487,821,,,,,,,,,,,,,,
MVZ:Mamm:219015,Sorex trowbridgii montereyensis,219015,"Ilona Lunenburg, Andrea Swei",California,Marin County,"Marin Municipal Water District, Fairfax",118,2006-06-30,DNA (frozen); skeleton; tissue (frozen),unknown,37.9573472222,-122.600725,1413,100,43,13,7,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:224676,Sorex trowbridgii mariposae,224676,Christopher J. Conroy,California,Placer County,"Big Bend, 1.6 mi E Cisco Grove by Interstate 80",Christopher J. Conroy 2721,2009-09-24,"DNA (frozen); skull; tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",unknown,39.305695,-120.516791,52,120,52,12,7,,4.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:240329,Sorex trowbridgii humboldtensis,240329,Christopher J. Conroy,California,Mendocino County,"Forest Road 200 at Forest Learning Center, Jackson Demonstration State Forest",Christopher J. Conroy 3347,2021-05-04,"ectoparasite (ethanol, 70%); skin, study; skull; tissue (frozen)",female,39.353847,-123.55504,50,120,57,12,4,,5,mm,mm,mm,mm,,g,null,
MVZ:Mamm:232189,Sorex trowbridgii mariposae,232189,,California,Placer County,No specific locality recorded.,,2010-08-05,skeleton; skull; tissue (frozen),unknown,39.0278,-120.49598,60,109,44,11,7,,4.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:223025,Sorex trowbridgii mariposae,223025,Brett Furnas,California,Siskiyou County,5 km S Cecilville,,2007-07-25,"skeleton (postcranial); skull; tissue (ethanol, 95%)",female,41.10394,-123.114933,,,,,,,,,,,,,,,
MVZ:Mamm:216210,Sorex trowbridgii mariposae,216210,"Kim Tsao, James L. Patton",California,Mariposa County,Hazel Green,37,2005-05-28,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),female,37.767375,-119.864834,,117,52,13,8,,4.50,mm,mm,mm,mm,,g,nulliparous,
MVZ:Mamm:222480,Sorex trowbridgii mariposae,222480,Kevin C. Rowe,California,Tulare County,"Jackass Meadow, Sequoia National Forest",Kevin C. Rowe 374,2008-07-05,"phallus (ethanol, 70%); skeleton (postcranial); skull; tissue (frozen)",male,36.093389,-118.224394,131,118,46,13,6,,5.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:177354,Sorex trowbridgii montereyensis,177354,David O. Ribble,California,Monterey County,"Madrone Canyon, Hastings Natural History Reservation",David O. Ribble 802,1987-11-09,"skin, study; skull",male,36.4083608,-121.5201552,1814,98,52,14,8,,5.5,mm,mm,mm,mm,,g,t = 4x2 mm (creamish),
MVZ:Mamm:178274,Sorex trowbridgii trowbridgii,178274,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Sandy Bar Creek, 13.6 km N, 3.7 km E Somes Bar",Martin G. Raphael 1418,1982-08-24,skull,unknown,41.50407,-123.44556,864,,,,,,,,,,,,,,
MVZ:Mamm:178086,Sorex trowbridgii humboldtensis,178086,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sugarloaf Mt., 12.9 km S, 2.4 km W Salyer",Martin G. Raphael 625,1982-12-06,skull,unknown,40.77493,-123.61196,3536,,51,13,,,,,mm,mm,,,,,
MVZ:Mamm:19619,Sorex trowbridgii montereyensis,19619,Walter P. Taylor,California,Marin County,3 mi W Inverness,Walter P. Taylor 6334,1998-06-06,whole organism (ethanol),female,38.1010747,-122.9111073,5283,120,54,14,,,,mm,mm,mm,,,,2 pairs mamm,
MVZ:Mamm:34689,Sorex trowbridgii mariposae,34689,Adrey E. Borell,California,Tehama County,2 mi W Black Butte,Adrey E. Borell 916,1924-07-06,"skin, study; skull",male,40.4147,-121.5319,832,118,48,14,4,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:105923,Sorex trowbridgii mariposae,105923,Louise Kellogg,California,Fresno County,"Upper Fish Creek, San Joaquin River Basin",,1946-08-28,skull,male,37.15324,-119.522409,30,,,,,,,,,,,,,,
MVZ:Mamm:219007,Sorex trowbridgii montereyensis,219007,"Ilona Lunenburg, Andrea Swei",California,Marin County,"Marin Municipal Water District, Fairfax",89,2006-05-30,skeleton; tissue (frozen),unknown,37.9595444444,-122.5995888889,130,,,,,,5.1,,,,,,g,,
MVZ:Mamm:225832,Sorex trowbridgii humboldtensis,225832,Kipling W. Will,California,Del Norte County,"Alder Camp Rd., Prairie Creek Redwoods State Park",,2008-06-14,"whole organism (ethanol, 95%)",unknown,41.49921,-124.0676,2181,,,,,,,,,,,,,,
MVZ:Mamm:178279,Sorex trowbridgii trowbridgii,178279,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Sandy Bar Creek, 13.6 km N, 3.7 km E Somes Bar",Martin G. Raphael 1440,1982-08-24,skull,unknown,41.50407,-123.44556,864,,48,,,,,,mm,,,,,,
MVZ:Mamm:53313,Sorex trowbridgii montereyensis,53313,Henry S. Fitch,California,Alameda County,Berkeley,Henry S. Fitch 60,1932-03-23,"skin, study; skull",female,37.871028,-122.277108,2257,116,46,14.5,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:177368,Sorex trowbridgii montereyensis,177368,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 774,1987-07-20,"skin, study; skull",male,36.37618496,-121.5484028,27,97,49.5,13,7,,5,mm,mm,mm,mm,,g,"TND, t = 3x2 mm",
MVZ:Mamm:96171,Sorex trowbridgii montereyensis,96171,John E. Chattin,California,Marin County,"Murphy's Ranch, 3.5 mi W Point Reyes Hill",John E. Chattin 1233,1941-07-09,"skin, study; skull",male,38.0802138,-122.9320232,4946,110,53,13,8,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:96170,Sorex trowbridgii montereyensis,96170,John E. Chattin,California,Marin County,"Murphy's Ranch, 3.5 mi W Point Reyes Hill",John E. Chattin 1232,1941-07-09,"skin, study; skull",female,38.0802138,-122.9320232,4946,111,48,13,,8,6,mm,mm,mm,,mm,g,,
MVZ:Mamm:96175,Sorex trowbridgii montereyensis,96175,A. P. Hendrickson,California,Marin County,"Murphy's Ranch, 3.5 mi W Point Reyes Hill",A. P. Hendrickson 559,1941-07-09,"skin, study; skull",male,38.0802138,-122.9320232,4946,115,51,14,8,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:19643,Sorex trowbridgii mariposae,19643,Alfred C. Shelton,California,Mendocino County,"Lierly's Ranch, 8 mi E Hearst",Alfred C. Shelton 436,1913-08-22,"skeleton; skin, study; skull",male,39.45279,-123.0889,6981,108,54,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:191563,Sorex trowbridgii montereyensis,191563,"James L. Patton, Gary M. Fellers",California,Marin County,"1.9 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.6 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17135,1998-07-10,skeleton; tissue (frozen),female,38.0978691,-122.9011817,744,,,,,,,,,,,,,,
MVZ:Mamm:191560,Sorex trowbridgii montereyensis,191560,"James L. Patton, Gary M. Fellers",California,Marin County,"1.9 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.6 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17132,1998-07-10,skeleton; tissue (frozen),female,38.0978691,-122.9011817,744,,,,,,,,,,,,,,
MVZ:Mamm:178354,Sorex trowbridgii humboldtensis,178354,Martin G. Raphael,California,Trinity County,"Pendiente, 7.2 km S, 3.2 km E Big Bar",Martin G. Raphael 422,1982-11-22,skull,unknown,40.67671,-123.28934,2571,97,47,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:96169,Sorex trowbridgii montereyensis,96169,John E. Chattin,California,Marin County,"Murphy's Ranch, 3.5 mi W Point Reyes Hill",John E. Chattin 1231,1941-07-09,"skin, study; skull",female,38.0802138,-122.9320232,4946,119,53,14,,8,6.8,mm,mm,mm,,mm,g,,
MVZ:Mamm:29254,Sorex trowbridgii montereyensis,29254,Halstead G. White,California,Monterey County,2 mi S Monterey,Halstead G. White 3280,1919-02-12,"skin, study; skull",female,36.57092,-121.898014,161,115,53,14,6,,5.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:53310,Sorex trowbridgii montereyensis,53310,L. M. Boyers,California,Alameda County,Berkeley,L. M. Boyers 24,1932-03-20,"skin, study; skull",male,37.871028,-122.277108,2257,109,45,14,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:177371,Sorex trowbridgii montereyensis,177371,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 779,1987-07-23,skeleton; skull,male,36.37618496,-121.5484028,27,,,,,,,,,,,,,,
MVZ:Mamm:178098,Sorex trowbridgii humboldtensis,178098,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sign Board Gap, 10.5 km E Hoopa",Martin G. Raphael 881,1982-07-13,skull,unknown,41.06258,-123.55838,11838,109,49,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:177383,Sorex trowbridgii montereyensis,177383,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 807,1987-11-30,"skin, study; skull",male,36.37618496,-121.5484028,27,101,49,14,8,,6,mm,mm,mm,mm,,g,t = 5.5x3 mm (creamish),
MVZ:Mamm:178351,Sorex trowbridgii humboldtensis,178351,Martin G. Raphael,California,Trinity County,"Panochita, 6.8 km S, 2.4 km E Big Bar",Martin G. Raphael 413,1982-11-22,skull,unknown,40.68031,-123.27987,2571,,47,13,,,,,mm,mm,,,,,
MVZ:Mamm:177990,Sorex trowbridgii humboldtensis,177990,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Four Mile Creek, 5.2 km S, 1 km W Willow Creek",Martin G. Raphael 346,1982-07-08,skull,male,40.89283,-123.63976,7897,111,50,13,7,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:29968,Sorex trowbridgii montereyensis,29968,F. Harvey Holden,California,Alameda County,Berkeley,F. Harvey Holden 1033,1916-02-23,"skin, study; skull",female,37.8697904,-122.2715302,4075,113,49,14,4,,7.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:19630,Sorex trowbridgii montereyensis,19630,Alfred C. Shelton,California,Sonoma County,"Sonoma County side of Gualala River, by Gualala, Mendocino County",Alfred C. Shelton 197,1913-06-29,"skin, study; skull",male,38.7594117,-123.5168779,16093,115,51,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:200069,Sorex trowbridgii montereyensis,200069,"Hanna E. Shohfi, Steve Lew",California,Marin County,"Property of Don and Betty Stone, Inverness",2,2002-05-16,"DNA; skeleton; tissue (ethanol, 95%)",female,38.074,-122.8485,141,,,,,,,,,,,,,,
MVZ:Mamm:196661,Sorex trowbridgii mariposae,196661,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 18076,2000-08-02,"skeleton; tissue (ethanol, 95%)",male,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:112283,Sorex trowbridgii mariposae,112283,D. S. Longanecker,California,Placer County,"Kings Beach, Lake Tahoe",,1946-07-30,"skin, study; skull",female,39.23,-120.02,,110,46,13,8,,,mm,mm,mm,mm,,,"im, no embryos",
MVZ:Mamm:58857,Sorex trowbridgii humboldtensis,58857,Raymond M. Gilmore,California,Humboldt County,Coyote Peak,Raymond M. Gilmore 2813,1933-06-15,"skin, study; skull",female,41.1335554,-123.8584651,2540,119,55,13.5,4.5,,6.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:206918,Sorex trowbridgii mariposae,206918,John O. Matson,California,Modoc County,"Middle Fork Parker Creek, at National Forest Service Rte. 31, Warner Mts., Modoc National Forest",John O. Matson 6889,2002-06-04,"DNA (frozen); skin, study; skull; tissue (ethanol, 95%)",female,41.45018,-120.28235,21,115,51,13,6,,4,mm,mm,mm,mm,,g,no emb,
MVZ:Mamm:140065,Sorex trowbridgii mariposae,140065,Phil Myers,California,Siskiyou County,17 mi E Montague on Mt. Hebron Rd.,Phil Myers 106,1970-11-21,"skin, study; skull",male,41.72866,-122.1935,27372,106,50,13,7,,5.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:191548,Sorex trowbridgii montereyensis,191548,"James L. Patton, Gary M. Fellers",California,Marin County,"1.1 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd., 2.6 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17124,1998-07-08,skeleton; skull; tissue (frozen),female,38.1040057,-122.8960441,491,,,,,,,,,,,,,,
MVZ:Mamm:217992,Sorex trowbridgii montereyensis,217992,"Jeff T. Wilcox, Monica J. Albe, Perry F. Pearson",California,Marin County,"Cataract Trail, 0.5 mi below Laurel Dell, Mt. Tamalpais",1225,2005-05-29,"skin, study; skull; tissue (frozen)",female,37.917082,-122.623202,24,106,44,13,3,,5.8,mm,mm,mm,mm,,g,"scars: 2R, 3L",
MVZ:Mamm:217872,Sorex trowbridgii mariposae,217872,"Christopher J. Conroy, Rika DeVore",California,Tehama County,Battle Creek Campground,1967,2006-07-18,skull; tissue (frozen); whole organism (ethanol),unknown,40.34688,-121.62932,200,105,53,11,6,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:223954,Sorex trowbridgii mariposae,223954,Kevin C. Rowe,California,Fresno County,"Hume Lake, Sequoia National Forest",Kevin C. Rowe 865,2009-07-04,"DNA (frozen); skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",unknown,36.785502,-118.902361,957,108,43,14,6,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:222751,Sorex trowbridgii mariposae,222751,Karen M. C. Rowe,California,Sierra County,Independence Lake,Karen M. C. Rowe 104,2008-09-04,"skin, study; skull; tissue (frozen)",unknown,39.447115,-120.309225,552,112,46,12,7,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:231432,Sorex trowbridgii montereyensis,231432,Clint Kellner,California,Marin County,"Olompali State Historic Park, Novato",,2014-01-01,skin; skull; tissue (frozen),unknown,38.1528194444,-122.5785638889,100,116,45,14,4,,5.7,mm,mm,mm,mm,,g,gonads were unidentifiable,
MVZ:Mamm:232186,Sorex trowbridgii mariposae,232186,James Tucker,California,Yuba County,Dark Day Camp Ground,,2007-03-20,skeleton; skull; tissue (frozen),unknown,39.424537,-121.112545,,110,41,12,7,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:232173,Sorex trowbridgii montereyensis,232173,"Matina C. Kalcounis-Rüppell, Mary E. Timonin",California,Monterey County,"Lower Robertson Creek, Hastings Natural History Reservation",,2012-10-15,skeleton; skull; tissue (frozen),female,36.37811498,-121.562444,,101,46,8,8,,4.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:201314,Sorex trowbridgii mariposae,201314,Christopher J. Conroy,California,Mariposa County,"Merced Grove, Yosemite National Park",Christopher J. Conroy 880,2003-06-12,DNA; tissue (frozen); whole organism (ethanol),unknown,37.7477,-119.8386,426,121.0,55.0,12.0,8.0,,6.00,mm,mm,mm,mm,,g,,
MVZ:Mamm:222754,Sorex trowbridgii mariposae,222754,Christopher J. Conroy,California,Nevada County,"2.4 km N, 8.8 km W Hobart Mills",Christopher J. Conroy 2577,2008-09-07,skull; tissue (frozen); whole organism (ethanol),unknown,39.42091,-120.29095,208,113,51,12,7,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:217504,Sorex trowbridgii humboldtensis,217504,James Tucker,California,Trinity County,"Salyer Fire Station, Six Rivers National Forest",27,2004-06-22,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),female,40.890626,-123.5831088,512,108,48,13,5,,4.3,mm,mm,mm,mm,,g,"scars: 4R, 3L",
MVZ:Mamm:216205,Sorex trowbridgii mariposae,216205,James L. Patton,California,Mariposa County,"0.5 mi SE Hazel Green, Yosemite National Park",James L. Patton 22215,2005-06-01,"DNA (frozen); skin, study; skull; tissue (ethanol, 95%; frozen)",female,37.76312,-119.85983,,127,54,14,7,,6.90,mm,mm,mm,mm,,g,"embs 2R, 3L; cr=4mm",
MVZ:Mamm:199510,Sorex trowbridgii mariposae,199510,Tate S. Tunstall,California,Calaveras County,3.2 mi W of West Point,,2002-02-17,DNA; skeleton; skull; tissue (frozen),male,38.39951,-120.58843,,,,,,,,,,,,,,,
MVZ:Mamm:222753,Sorex trowbridgii mariposae,222753,Christopher J. Conroy,California,Nevada County,"2.4 km N, 8.8 km W Hobart Mills",Christopher J. Conroy 2572,2008-09-06,skull; tissue (frozen; RNAlater); whole organism (ethanol),female,39.42091,-120.29095,208,120,55,12,6,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:222752,Sorex trowbridgii mariposae,222752,Christopher J. Conroy,California,Nevada County,"2.4 km N, 8.8 km W Hobart Mills",Christopher J. Conroy 2571,2008-09-06,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),female,39.42091,-120.29095,208,110,55,14,9,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:222749,Sorex trowbridgii mariposae,222749,Karen M. C. Rowe,California,Sierra County,Independence Lake,Karen M. C. Rowe 114,2008-09-06,skeleton (postcranial); skull; tissue (frozen),unknown,39.46031,-120.285487,105,113,49,13,9,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:232190,Sorex trowbridgii mariposae,232190,,California,Placer County,No specific locality recorded.,,2010-08-04,skeleton; skull; tissue (frozen),female,39.14888,-120.4035,25,114,48,13,7,,7.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:201003,Sorex trowbridgii mariposae,201003,"Monica J. Albe, João M. Alexandrino",California,Calaveras County,"Wet Gulch-Fir Transect, 2.2 mi E (by air) Glencoe",108,2003-02-17,glans penis (ethanol); skeleton; skull; tissue (frozen),male,38.35339,-120.54208,2929,,,,,,,,,,,,,,
MVZ:Mamm:231861,Sorex trowbridgii montereyensis,231861,Alan B. Shabel,California,Contra Costa County,"South Park Drive, Tilden Regional Park",,2010-03-06,skeleton; skull; tissue (frozen),female,37.887,-122.232,1000,109,46,14,6,,7.2,mm,mm,mm,mm,,g,"Uterus narrow and unvascularized, width 2 mm.",
MVZ:Mamm:240330,Sorex trowbridgii humboldtensis,240330,Christopher J. Conroy,California,Mendocino County,"Forest Road 200 at Forest Learning Center, Jackson Demonstration State Forest",Christopher J. Conroy 3352,2021-05-05,"ectoparasite (ethanol, 70%); skeleton; skin, study; skull; tissue (frozen)",female,39.353847,-123.55504,50,120,57,13,6,,5.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:240832,Sorex trowbridgii montereyensis,240832,Jeremy Chase Crawford,California,Monterey County,Landels-Hill Big Creek Natural Reserve,,2011-12-31,skeleton; skull; tissue (frozen),female,36.07871,-121.590771,1782,112,47,13,7,,6.2,mm,mm,mm,mm,,g,"mammaries moderate, 6 nipples, vagina sealed, uterus degraded",
MVZ:Mamm:228428,Sorex trowbridgii mariposae,228428,Brett Furnas,California,Shasta County,No specific locality recorded.,,2006-08-31,skeleton; skull; tissue (frozen),female ?,41.10822,-121.98217,30,98,47,14,6,,3.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:228426,Sorex trowbridgii mariposae,228426,Brett Furnas,California,Tehama County,No specific locality recorded.,,2006-08-31,DNA (frozen); skeleton; skull; tissue (frozen),male,40.24354,-121.67609,30,105,49,14,7,,4.9,mm,mm,mm,mm,,g,,
MVZ:Mamm:240837,Sorex trowbridgii montereyensis,240837,Jeremy Chase Crawford,California,Monterey County,Landels-Hill Big Creek Natural Reserve,,2011-12-31,skeleton; skull; tissue (frozen),male,36.0774683333,-121.5915333333,100,104,46,12,3,,7,mm,mm,mm,mm,,g,"testes scrotal, t: 4x5",Right Testes measured
MVZ:Mamm:223023,Sorex trowbridgii mariposae,223023,"James L. Patton, Brett Furnas",California,Siskiyou County,1 km S Garner Mtn.,James L. Patton 24389,2007-07-04,"skeleton (postcranial); skull; tissue (ethanol, 95%)",female,41.584922,-121.806661,,104,50,14,6,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:221535,Sorex trowbridgii mariposae,221535,Christopher J. Conroy,California,El Dorado County,1 3/8 mi (by air) up Middle Fork of American River from confluence with North Fork,Christopher J. Conroy 2466,2008-05-10,"skeleton (postcranial); skin, study; skull; tissue (frozen)",female,38.91554,-121.01074,148,116,46,13,8,,6.4,mm,mm,mm,mm,,g,"no scars, teats enlarged.",
MVZ:Mamm:241098,Sorex trowbridgii montereyensis,241098,Daisy Horr,California,Contra Costa County,"Camp Herms, El Cerrito",,2021-07-17,"skin, study; skull; tissue (frozen)",female,37.9249,-122.2905,50,110,49,12,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:201318,Sorex trowbridgii mariposae,201318,James L. Patton,California,Mariposa County,"0.2 mi S Chinquapin, Yosemite National Park",James L. Patton 20237,2003-07-16,"DNA; skin, study; skull; tissue (ethanol, 95%; frozen)",female,37.6475,-119.70387,230,110.0,51.0,15.0,8.0,,4.30,mm,mm,mm,mm,,g,,
MVZ:Mamm:219775,Sorex trowbridgii mariposae,219775,"Rika DeVore, Ashley N. Lipps, Christopher J. Conroy",California,Tehama County,Bluff Falls,248,2007-07-14,"skin, study; skull; tissue (frozen)",unknown,40.41389,-121.53029,7,115,53,14,8,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:223020,Sorex trowbridgii mariposae,223020,Brett Furnas,California,Modoc County,3 km SE Mud Lake,,2008-08-12,"DNA (frozen); skeleton (postcranial); skull; tissue (ethanol, 95%)",male,41.473297,-121.149116,,,,,,,,,,,,,,,
MVZ:Mamm:223022,Sorex trowbridgii mariposae,223022,"James L. Patton, Brett Furnas",California,Shasta County,12 km W Sims I-5 exit,James L. Patton 24387,2006-08-09,"DNA (frozen); skeleton (postcranial); skull; tissue (ethanol, 95%)",female,41.056615,-122.498137,,107,48,13,6,,4.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:230716,Sorex trowbridgii montereyensis,230716,Andrea Swei,California,Marin County,China Camp State Park,,2008-04-09,DNA (frozen); skeleton; skull; tissue (frozen),female,37.99647,-122.50203,50,101,44,12,12,,6.2,mm,mm,mm,mm,,g,"Vagina sealed, uterus 1mm wide (degraded), 6 nipples showing slight, mammaries significant in size",
MVZ:Mamm:81019,Sorex trowbridgii trowbridgii,81019,"Morris M. Green, A. Walker",Oregon,Clatsop County,Astoria,580,1927-01-26,"skin, study; skull",male,46.1881,-123.83,3714,128,58,15,,,,mm,mm,mm,,,,,
MVZ:Mamm:47664,Sorex trowbridgii montereyensis,47664,Ward C. Russell,California,Alameda County,Berkeley,Ward C. Russell 164,1929-04-16,"skin, study; skull",female,37.871028,-122.277108,2257,120,51,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:47666,Sorex trowbridgii montereyensis,47666,Ward C. Russell,California,Alameda County,Berkeley,Ward C. Russell 166,1929-04-16,"skin, study; skull",unknown,37.871028,-122.277108,2257,118,50,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:12997,Sorex trowbridgii mariposae,12997,Annie M. Alexander,California,Shasta County,Tower house,Annie M. Alexander 1219,1911-03-06,skull,unknown,40.6644693,-122.6354462,100,110,46,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:123601,Sorex trowbridgii mariposae,123601,A. P. Hendrickson,California,Modoc County,"Lily Lake, 8 mi E Pine Creek",A. P. Hendrickson 711,1957-08-03,"skin, study; skull",male,41.9768849,-120.2089227,208,108,46,14,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178141,Sorex trowbridgii humboldtensis,178141,Martin G. Raphael,California,Trinity County,"Big Rock, 5.5 km S, 3.9 km W Salyer",Martin G. Raphael 1309,1983-05-04,skull,unknown,40.84157,-123.5372,3536,109,45,12,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:191739,Sorex trowbridgii montereyensis,191739,"J. Mary Taylor, Seth B. Benson",California,Marin County,"0.5 mi Kehoe Ranch, 4.5 mi W, 3.75 mi N Inverness",140,1955-09-25,"skin, study; skull",male,38.1651032,-122.9395236,1979,114,49,14,8,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:183418,Sorex trowbridgii montereyensis,183418,Milton Hildebrand,California,Marin County,Samuel P. Taylor State Park,Milton Hildebrand 1811,1951-06-23,"skin, study; skull",female,38.0237462,-122.7267985,2876,114,47,14,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:123600,Sorex trowbridgii mariposae,123600,A. P. Hendrickson,California,Modoc County,"Lily Lake, 8 mi E Pine Creek",A. P. Hendrickson 710,1957-08-03,"skin, study; skull",male,41.9768849,-120.2089227,208,112,48,13,5,,,mm,mm,mm,mm,,,,
MVZ:Mamm:199171,Sorex trowbridgii mariposae,199171,,California,Shasta County,"Trapsite F-1, Lassen Volcanic National Park",675,2001-08-15,skeleton; skull; tissue (frozen),unknown,40.5098261,-121.4571229,312,,,,,,,,,,,,,,
