guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:143361,Sorex vagrans vagrans,143361,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 742,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,101,42,12,7,4,5.1,mm,mm,mm,mm,mm,g,testes: 3.5 x 5 mm,
MVZ:Mamm:132181,Sorex vagrans halicoetes,132181,Richard F. Johnston,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Richard F. Johnston 261,1955-05-14,whole organism (ethanol),female,37.9745281,-122.3765387,1661,,,,,,5.5,,,,,,g,Juvenile,
MVZ:Mamm:132179,Sorex vagrans halicoetes,132179,Richard F. Johnston,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Richard F. Johnston 259,1955-05-14,whole organism (ethanol),female,37.9745281,-122.3765387,1661,,,,,,5.3,,,,,,g,Juvenile,
MVZ:Mamm:143628,Sorex vagrans vagrans,143628,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1903,1972-09-27,"skin, study; skull",female,49.1167,-122.75,3666,101,43,12,7,3,3.6,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:143363,Sorex vagrans vagrans,143363,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 744,1972-02-01,"skin, study; skull",female,49.1167,-122.75,3666,98,42,12,7,3,4.1,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:118524,Sorex vagrans vagrans,118524,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III#-5,1953-07-27,skull,male,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:118523,Sorex vagrans vagrans,118523,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III#-3,1953-07-27,skull,male,39.438,-120.2111667,,110,41,12,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:118525,Sorex vagrans vagrans,118525,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III#-5,1953-07-27,skull,male,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:143323,Sorex vagrans vagrans,143323,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 568,1971-11-09,"skin, study; skull",male,49.1167,-122.75,3666,99,43,12,7,3,3.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143623,Sorex vagrans vagrans,143623,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1898,1972-09-27,"skin, study; skull",male,49.1167,-122.75,3666,105,41,13,7,3,5.2,mm,mm,mm,mm,mm,g,Testes: 3 x 5.5 mm,
MVZ:Mamm:143622,Sorex vagrans vagrans,143622,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1897,1972-09-27,"skin, study; skull",male,49.1167,-122.75,3666,101,44,12,8,3,4.3,mm,mm,mm,mm,mm,g,Testes: 1 x 1 mm,
MVZ:Mamm:143618,Sorex vagrans vagrans,143618,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1893,1972-09-27,"skin, study; skull",female,49.1167,-122.75,3666,109,46,12.5,8,4,5.8,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:142402,Sorex vagrans vagrans,142402,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 654,1971-12-07,"skin, study; skull",male,49.0833,-123.0833,4149,102,44,13,8,4,3.3,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:88864,Sorex vagrans vagrans,88864,E. Raymond Hall,Washington,Pacific County,4 mi W Chinook,E. Raymond Hall 5670,1939-08-20,"skin, study; skull",unknown,46.2731,-124.02771298,6616,102,43,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:140070,Sorex vagrans vagrans,140070,Phil Myers,California,Nevada County,"Sagehen Creek Field Station, 3 mi NW Hobart Mills, Sagehen Creek Field Station",Phil Myers 86,1970-10-24,"karyotype; skin, study; skull",female,39.4319691,-120.2399175,4068,99,39,13,5,,5.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:143639,Sorex vagrans vagrans,143639,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1955,1972-10-26,"skin, study; skull",female,49.1167,-122.75,3666,107,41,12,8,3,5.1,mm,mm,mm,mm,mm,g,uterus large,
MVZ:Mamm:142735,Sorex vagrans vagrans,142735,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1961,1972-10-26,"skin, study; skull",female,49.1167,-122.75,3666,100,41,12,8,3,3.7,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:142915,Sorex vagrans vagrans,142915,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1141,1972-05-29,"skin, study; skull",female,49.0833,-123.0833,4149,104,45,13,8,3,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143028,Sorex vagrans vagrans,143028,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1521,1972-07-25,"skin, study; skull",male,49.0833,-123.0833,4149,112,49,14,8,3,4.5,mm,mm,mm,mm,mm,g,Testes 1.5 x 1.5mm,
MVZ:Mamm:112143,Sorex vagrans vagrans,112143,Oliver P. Pearson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Oliver P. Pearson 1131,1948-06-28,"skin, study; skull",female,38.38288,-119.342281,6437,97,35,13,7.5,,,mm,mm,mm,mm,,,9 embryos,
MVZ:Mamm:143489,Sorex vagrans vagrans,143489,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1346,1972-06-21,"skin, study; skull",female,49.1167,-122.75,3666,106,45,12,7,3,6,mm,mm,mm,mm,mm,g,"pregnant, 2 L, 2 R, lactating slighty, crown rump (c-r): 9 mm",
MVZ:Mamm:143619,Sorex vagrans vagrans,143619,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1894,1972-09-27,"skin, study; skull",male,49.1167,-122.75,3666,107,42,12.5,8,4,4.9,mm,mm,mm,mm,mm,g,Testes: 3 x 5 mm,
MVZ:Mamm:142916,Sorex vagrans vagrans,142916,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1142,1972-05-29,"skin, study; skull",male,49.0833,-123.0833,4149,104,44,13,8,3,4,mm,mm,mm,mm,mm,g,t = 1 x 1 mm,
MVZ:Mamm:132220,Sorex vagrans vagrans,132220,M. J. Ellis,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",M. J. Ellis 54,1961-07-19,"skin, study; skull",female,39.44433,-120.18423,4748,108,37,12,5,,4.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:128542,Sorex vagrans vagrans,128542,Richard H. Tedford,California,Nevada County,"Sagehen Creek, Sagehen Creek Field Station",Richard H. Tedford 4,1957-10-06,"skin, study; skull",male,39.4319423,-120.2418191,8259,91,37,12,8,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:115579,Sorex vagrans paludivagus,115579,Robert L. Rudd,California,San Mateo County,"Skyline Blvd, 4.5 mi S Lake Merced",Robert L. Rudd 1833,1952-03-29,"skin, study; skull",female,37.660825,-122.474812,9,113,41,12,7.5,,6.6,mm,mm,mm,mm,,g,7 emb x 7 mm; 4 embs in right horn; 3 in left,
MVZ:Mamm:142499,Sorex vagrans vagrans,142499,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1237,1972-06-19,"skin, study; skull",male,49.0833,-123.0833,4149,105,42,12,8,3,5.3,mm,mm,mm,mm,mm,g,testes 3.5x5.5 mm,
MVZ:Mamm:142511,Sorex vagrans vagrans,142511,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1249,1972-06-19,"skin, study; skull",female,49.0833,-123.0833,4149,100,41,12,8,3,3.6,mm,mm,mm,mm,mm,g,juv.,
MVZ:Mamm:12020,Sorex vagrans vagrans,12020,Louise Kellogg,California,Nevada County,Independence Lake,Louise Kellogg 1143,1910-08-07,"skin, study; skull",female,39.4429602,-120.3104788,2169,100,38,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:71202,Sorex vagrans vagrans,71202,Stanley G. Jewett,Oregon,Multnomah County,Portland,Stanley G. Jewett 246,1931-07-10,"skin, study; skull",female,45.5236,-122.675,16106,96,38,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:33656,Sorex vagrans vagrans,33656,Leo K. Wilson,California,Plumas County,Hot Spring Valley,Leo K. Wilson 577,1923-09-30,"skin, study; skull",male,40.44423,-121.3938,430,95,39,11,5,,5.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:142776,Sorex vagrans vagrans,142776,Myrnal L. Hawes,British Columbia,,"Reifel Waterfowl Refuge, Delta, Westham Island, Westham Island",Myrnal L. Hawes 9710,1970-09-20,"skin, study; skull",female,49.0833,-123.0833,3344,113,45,12,8,4,,mm,mm,mm,mm,mm,,lactating,
MVZ:Mamm:98922,Sorex vagrans vagrans,98922,"Seth B. Benson, George G. Permut",Washington,Whitman County,Pullman,8213,1941-02-22,skull,male,46.7314,-117.1786,4680,103,39,12,7,3,,mm,mm,mm,mm,mm,,,
MVZ:Mamm:142506,Sorex vagrans vagrans,142506,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1244,1972-06-19,"skin, study; skull",female,49.0833,-123.0833,4149,100,42,12,8,3,3.8,mm,mm,mm,mm,mm,g,juv.,
MVZ:Mamm:142497,Sorex vagrans vagrans,142497,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1235,1972-06-19,"skin, study; skull",male,49.0833,-123.0833,4149,100,41,13,7,3,5,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:103572,Sorex vagrans paludivagus,103572,Seth B. Benson,California,San Mateo County,mouth of Pescadero Creek,Seth B. Benson 9319,1945-09-09,"skin, study; skull",male,37.266407,-122.410377,152,106,41,12,8,3,5.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:229829,Sorex vagrans vagrans,229829,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-17,DNA (frozen); skeleton; skull; tissue (frozen),female,38.908225,-119.968967,,92,46,12,4,,2.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:229831,Sorex vagrans vagrans,229831,Sue Fox,California,El Dorado County,"Trout Creek Meadow, City of South Lake Tahoe",,2003-07-18,DNA (frozen); skeleton; skull; tissue (frozen),female,,,,88,31.5,12,6,,3.7,mm,mm,mm,mm,,g,"width of uterus=0.5mm, uterus narrow and unvascularized",
MVZ:Mamm:134740,Sorex vagrans vagrans,134740,Walter W. Dalquest,Washington,San Juan County,"Friday Harbor, San Juan Island, San Juan Islands, San Juan Island",Walter W. Dalquest 8326,1938-07-29,"skin, study; skull",male,48.5344,-123.0158,2588,105,44,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:142849,Sorex vagrans vagrans,142849,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",2600,1972-01-11,"skin, study; skull",male,49.0833,-123.0833,4149,104,44,14,8,5,5.9,mm,mm,mm,mm,mm,g,Testes: 4.5 x 6 mm,
MVZ:Mamm:19588,Sorex vagrans vagrans,19588,Charles L. Camp,California,Marin County,8 mi W Inverness,Charles L. Camp 674,1913-06-02,"skin, study; skull",unknown,38.1011031,-123.0031259,11114,103.5,39,11.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:12502,Sorex vagrans vancouverensis,12502,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 113,1910-06-06,"skin, study; skull",female,49.25,-124.8,26356,91,35,11,,,,mm,mm,mm,,,,,
MVZ:Mamm:105325,Sorex vagrans vagrans,105325,Seth B. Benson,California,Mono County,3.5 mi N Fales Hot Springs,Seth B. Benson 10145,1946-07-13,"skin, study; skull",female,38.397882,-119.399163,2414,103,40,12,8,3,4.3,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:94064,Sorex vagrans vagrans,94064,Charles G. Sibley,Washington,Pacific County,2.5 mi SE Chinook,Charles G. Sibley 1028,1940-08-09,"skin, study; skull",female,46.247506326,-123.90729212,2348,101,39,12,8,3,4.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:191674,Sorex vagrans vagrans,191674,"James L. Patton, Gary M. Fellers",California,Marin County,"Coast Trail 2.0 km S Youth hostel Trail head 7.2 km WSW Olema, Point Reyes National Seashore",James L. Patton 17183,1998-05-29,skeleton; tissue (frozen),male,38.0301005,-122.8714964,1775,,,,,,,,,,,,,,
MVZ:Mamm:142975,Sorex vagrans vagrans,142975,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1373,1972-07-11,"skin, study; skull",female,49.0833,-123.0833,4149,103,43,13,7,3,3.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143257,Sorex vagrans vagrans,143257,Myrnal L. Hawes,British Columbia,,"Palmburg Rd., Richmond",Myrnal L. Hawes 555,1971-10-19,"skin, study; skull",unknown,49.1667,-123.1167,5436,98,44,13,8,4,4.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:115578,Sorex vagrans paludivagus,115578,Robert L. Rudd,California,San Mateo County,"Skyline Blvd, 4.5 mi S Lake Merced",Robert L. Rudd 1832,1952-03-29,"skin, study; skull",male,37.660825,-122.474812,9,115,42,13,8,,7.2,mm,mm,mm,mm,,g,"4 embs in right horn, 3 in left",
MVZ:Mamm:142778,Sorex vagrans vagrans,142778,Myrnal L. Hawes,British Columbia,,"Reifel Waterfowl Refuge, Delta, Westham Island, Westham Island",Myrnal L. Hawes 432,1970-09-20,"skin, study; skull",female,49.0833,-123.0833,3344,102,41,12,8.5,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:105323,Sorex vagrans vagrans,105323,Seth B. Benson,California,Mono County,3.5 mi N Fales Hot Springs,Seth B. Benson 10143,1946-07-13,"skin, study; skull",male,38.397882,-119.399163,2414,106,41,13,8,3,4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143123,Sorex vagrans vagrans,143123,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1972,1972-11-01,"skin, study; skull",male,49.0833,-123.0833,4149,107,45,13,7,3,4.5,mm,mm,mm,mm,mm,g,Testes 1x1mm,
MVZ:Mamm:123703,Sorex vagrans halicoetes,123703,Charles S. Thaeler Jr.,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Charles S. Thaeler Jr. 757,1958-12-24,"skin, study; skull",male,37.9745281,-122.3765387,1661,108,41,13,9,,7.1,mm,mm,mm,mm,,g,"4 mm, t.l.",
MVZ:Mamm:208854,Sorex vagrans vagrans,208854,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 21828,2004-08-17,"skeleton; skull; tissue (ethanol, 95%)",male,40.4322209,-121.5330702,312,98,44,13,7,,3.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:123704,Sorex vagrans halicoetes,123704,Charles S. Thaeler Jr.,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Charles S. Thaeler Jr. 758,1958-12-24,"skin, study; skull",female,37.9745281,-122.3765387,1661,114,40,13,8,,7,mm,mm,mm,mm,,g,"no emb, no scars",
MVZ:Mamm:143250,Sorex vagrans vagrans,143250,Myrnal L. Hawes,British Columbia,,"McNeil Rd., Pitt Meadows",Myrnal L. Hawes 1401,1972-07-18,"skin, study; skull",female,49.2333,-122.6833,2860,107,45,13,8,4,4.4,mm,mm,mm,mm,mm,g,lactating slightly,
MVZ:Mamm:112879,Sorex vagrans vagrans,112879,Oliver P. Pearson,California,Marin County,0.25 mi NE Forbes,Oliver P. Pearson 1478,1949-03-14,"skin, study; skull",male,,,,97,36,12,7,,5.7,mm,mm,mm,mm,,g,testes 6.5 mm,
MVZ:Mamm:142914,Sorex vagrans vagrans,142914,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1107,1972-05-17,"skin, study; skull",male,49.0833,-123.0833,4149,109,43,13,8,4,6.2,mm,mm,mm,mm,mm,g,t = 4 x 5 mm,
MVZ:Mamm:115045,Sorex vagrans halicoetes,115045,Robert L. Rudd,California,Santa Clara County,"Los Esteros Rd., 0.5 mi NE Alviso, salt marsh",Robert L. Rudd 1488,1950-11-24,"skin, study; skull",male,37.431,-121.96,305,103,43,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:93189,Sorex vagrans vagrans,93189,J. Raymond Alcorn,California,Siskiyou County,0.5 mi SW Mount Shasta City,J. Raymond Alcorn 1228,1940-05-08,"skin, study; skull",female,41.3106733,-122.3176413,2749,97,40,12,5,,3.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:93188,Sorex vagrans vagrans,93188,J. Raymond Alcorn,California,Siskiyou County,0.5 mi SW Mount Shasta City,J. Raymond Alcorn 1226,1940-05-08,"skin, study; skull",female,41.3106733,-122.3176413,2749,98,38,13,6,,4.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:142505,Sorex vagrans vagrans,142505,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1243,1972-06-19,"skin, study; skull",female,49.0833,-123.0833,4149,108,43,13,8,3,4.7,mm,mm,mm,mm,mm,g,"preg. 2 rt 3 lf, c-r = 1.5 mm",
MVZ:Mamm:115046,Sorex vagrans halicoetes,115046,Robert L. Rudd,California,Santa Clara County,"Los Esteros Rd., 0.5 mi NE Alviso, salt marsh",Robert L. Rudd 1489,1950-11-24,"skin, study; skull",male,37.431,-121.96,305,104,44,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:94110,Sorex vagrans vagrans,94110,Ward C. Russell,Oregon,Clatsop County,Old Fort Clatsop,Ward C. Russell 7689,1940-08-26,"skin, study; skull",male,46.1339,-123.8761,13,100,41,13,7,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:112145,Sorex vagrans halicoetes,112145,Oliver P. Pearson,California,Alameda County,"Oakland International Airport, Oakland",Oliver P. Pearson 1072,1947-12-04,"skin, study; skull",male,37.72377,-122.21904,2699,109,45,14,7,,6.2,mm,mm,mm,mm,,g,testes tiny,
MVZ:Mamm:191654,Sorex vagrans vagrans,191654,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17284,1998-05-01,skeleton; tissue (frozen),female,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:101548,Sorex vagrans vagrans,101548,Seth B. Benson,California,Marin County,"W Portal area, Fort Barry Military Reserve",Seth B. Benson 8769,1944-10-26,"skin, study; skull",female,37.8292336,-122.5147549,1873,100,39,12,7,3,3.7,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:196650,Sorex vagrans vagrans,196650,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 18065,2000-07-04,"skeleton; tissue (ethanol, 95%)",male,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:142810,Sorex vagrans vagrans,142810,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1501,1971-10-29,"skin, study; skull",female,49.0833,-123.0833,4149,99,45,13,6,4,4.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142870,Sorex vagrans vagrans,142870,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",792,1972-02-22,"skin, study; skull",male,49.0833,-123.0833,4149,106,45,12,8,3,5.7,mm,mm,mm,mm,mm,g,Testes: 4 x 5 mm,
MVZ:Mamm:143362,Sorex vagrans vagrans,143362,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 743,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,96,40,12,7,3,4.2,mm,mm,mm,mm,mm,g,testes: 3 x 5 mm,
MVZ:Mamm:114516,Sorex vagrans vagrans,114516,Oliver P. Pearson,California,Marin County,1.5 mi NW Inverness,Oliver P. Pearson 3283,1951-04-09,"skin, study; skull",male,38.1134348,-122.8786461,2190,103,43,12,6,,,mm,mm,mm,mm,,,testes 2 mm,
MVZ:Mamm:143364,Sorex vagrans vagrans,143364,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 745,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,112,46,13,8,4,5.1,mm,mm,mm,mm,mm,g,testes: 4 x 6 mm,
MVZ:Mamm:99749,Sorex vagrans vagrans,99749,,California,Marin County,Mendell Ordnance Depot,87,1942-10-10,"skin, study; skull",female,37.8292336,-122.5147549,1873,99,40,12,4,,3.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:143369,Sorex vagrans vagrans,143369,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 750,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,106,45,13,8,4,5.1,mm,mm,mm,mm,mm,g,testes: 4 x 5 mm,
MVZ:Mamm:132178,Sorex vagrans halicoetes,132178,Richard F. Johnston,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Richard F. Johnston 258,1955-05-14,whole organism (ethanol),male,37.9745281,-122.3765387,1661,,,,,,4.2,,,,,,g,Juvenile,
MVZ:Mamm:118497,Sorex vagrans vagrans,118497,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",,1953-06-08,skull,male,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:98125,Sorex vagrans vagrans,98125,A. P. Hendrickson,California,Placer County,"5 mi S Truckee, W bank Truckee River",A. P. Hendrickson 669,1942-07-02,skull,male,39.2599291,-120.2080704,7459,,,,,,,,,,,,,,
MVZ:Mamm:143319,Sorex vagrans vagrans,143319,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 564,1971-11-09,"skin, study; skull",female,49.1167,-122.75,3666,88,42,12,8,3,4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143624,Sorex vagrans vagrans,143624,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1899,1972-09-27,"skin, study; skull",male,49.1167,-122.75,3666,98,40,12,7,3,4,mm,mm,mm,mm,mm,g,Testes: 1 x 1 mm,
MVZ:Mamm:142396,Sorex vagrans vagrans,142396,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 648,1971-12-07,"skin, study; skull",female,49.0833,-123.0833,4149,96,43,12,7,3,3.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143626,Sorex vagrans vagrans,143626,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1901,1972-09-27,"skin, study; skull",female,49.1167,-122.75,3666,96,40,12,7,3,4,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:19593,Sorex vagrans vagrans,19593,Charles L. Camp,California,Marin County,3 mi W Inverness,Charles L. Camp 699,1913-06-08,"skin, study; skull",female,38.1010747,-122.9111073,5283,97,32,11,,,,mm,mm,mm,,,,,
MVZ:Mamm:143321,Sorex vagrans vagrans,143321,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 566,1971-11-09,"skin, study; skull",male,49.1167,-122.75,3666,94,44,12,8,3,3.7,mm,mm,mm,mm,mm,g,testes: 1 x 2 mm,
MVZ:Mamm:126107,Sorex vagrans vagrans,126107,Peter Schramm,California,Sierra County,"McNair Meadow, 3.2 mi N, 1.0 mi E Calpine",Peter Schramm 781,1960-06-15,"skin, study; skull",male,39.67963,-120.48806,702,100,40,12,8,3,5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143488,Sorex vagrans vagrans,143488,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1255,1972-06-21,"skin, study; skull",female,49.1167,-122.75,3666,105,41,12,8,3,5.3,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:208849,Sorex vagrans vagrans,208849,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 21823,2004-07-17,"skeleton; skull; tissue (ethanol, 95%)",male,40.4322209,-121.5330702,312,98,39,13,7,,3.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:95874,Sorex vagrans vagrans,95874,Ward C. Russell,Washington,Cowlitz County,mouth Kalama River,Ward C. Russell 8320,1941-06-22,"skin, study; skull",male,46.0339,-122.8692,13546,102,40,11,5,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:128543,Sorex vagrans vagrans,128543,Richard H. Tedford,California,Nevada County,"Sagehen Creek, Sagehen Creek Field Station",Richard H. Tedford 5,1957-10-06,"skin, study; skull",female,39.4319423,-120.2418191,8259,92,38,12,8,,4.6,mm,mm,mm,mm,,g,no embryos,
MVZ:Mamm:142507,Sorex vagrans vagrans,142507,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1245,1972-06-19,"skin, study; skull",female,49.0833,-123.0833,4149,109,42,12,8,3,5.3,mm,mm,mm,mm,mm,g,"lact. heavily, preg 2 rt, 2 lf, tiny emb",
MVZ:Mamm:142510,Sorex vagrans vagrans,142510,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1248,1972-06-19,"skin, study; skull",female,49.0833,-123.0833,4149,104,39,12,8,3,5.1,mm,mm,mm,mm,mm,g,"lact. heavily, ut. small",
