guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:54603,Sorex vagrans vagrans,54603,Robert T. Orr,Idaho,Adams County,3 mi W Payette Lake,Robert T. Orr 604,1932-07-04,"skin, study; skull",female,44.9542,-116.1454,8946,108,42,12.5,6.5,,7.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:101664,Sorex vagrans vagrans,101664,"Ernest S. Booth, Glen McLin",Oregon,Umatilla County,"Langdon Lake [=Tollgate], 15 mi E Weston",1119,1942-10-18,"skin, study; skull",female,45.7806,-118.0917,13,87,37,11,4.5,,,mm,mm,mm,mm,,,,
MVZ:Mamm:191678,Sorex vagrans vagrans,191678,"James L. Patton, Gary M. Fellers",California,Marin County,"Coast Trail 2.0 km S Youth hostel Trail head 7.2 km WSW Olema, Point Reyes National Seashore",James L. Patton 17187,1998-05-29,skeleton; tissue (frozen),male,38.0301005,-122.8714964,1775,,,,,,,,,,,,,,
MVZ:Mamm:143117,Sorex vagrans vagrans,143117,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1966,1972-11-01,"skin, study; skull",female,49.0833,-123.0833,4149,108,42,13,8,3,5.3,mm,mm,mm,mm,mm,g,Uterus medium; molting,
MVZ:Mamm:143135,Sorex vagrans vagrans,143135,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 1536,1972-07-27,"skin, study; skull",female,49.2167,-122.6,5596,106,42,12,8,3,6.2,mm,mm,mm,mm,mm,g,lact. ut. 1g+veined,
MVZ:Mamm:143223,Sorex vagrans vagrans,143223,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 496,1971-08-10,"skin, study; skull",female,49.2167,-122.6,5596,98,48,13,8,4,4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:99508,Sorex vagrans vagrans,99508,Harvey I. Fisher,California,Trinity County,4 mi N and 1 mi W Norse Butte,Harvey I. Fisher 469,1942-09-01,skeleton; skull,male,40.45807,-123.4568,2939,,,,,,4,,,,,,g,,
MVZ:Mamm:101801,Sorex vagrans vagrans,101801,Seth B. Benson,California,Mendocino County,"Mill Creek, 3.5 mi N Fort Bragg",Seth B. Benson 8881,1945-03-22,"skin, study; skull",female,39.4845727,-123.7795902,1609,107,42,12,8,3,5.1,mm,mm,mm,mm,mm,g,5 emb (2 mm),
MVZ:Mamm:119453,Sorex vagrans vagrans,119453,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-07-09,skull,male,39.44433,-120.18423,4748,105,37,12,,,6.8,mm,mm,mm,,,g,,
MVZ:Mamm:123705,Sorex vagrans halicoetes,123705,Charles S. Thaeler Jr.,California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",Charles S. Thaeler Jr. 759,1958-12-24,"skin, study; skull",male,37.9745281,-122.3765387,1661,105,41,12,9,,6.6,mm,mm,mm,mm,,g,t.l. 2 mm,
MVZ:Mamm:142912,Sorex vagrans vagrans,142912,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1105,1972-05-17,"skin, study; skull",female,49.0833,-123.0833,4149,110,44,13,7,3,7.3,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:191643,Sorex vagrans vagrans,191643,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17273,1998-04-25,skeleton; tissue (frozen),female,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:115044,Sorex vagrans halicoetes,115044,Robert L. Rudd,California,Santa Clara County,"Los Esteros Rd., 0.5 mi NE Alviso, salt marsh",Robert L. Rudd 1487,1950-11-24,"skin, study; skull",female,37.431,-121.96,305,107,42,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:69062,Sorex vagrans vagrans,69062,David H. Johnson,California,Siskiyou County,"Donomore Meadow, 15 mi W Hilt",David H. Johnson 689,1935-06-18,skull,female,41.9979711,-122.9054706,930,,,,,,,,,,,,,,
MVZ:Mamm:113016,Sorex vagrans vagrans,113016,Oliver P. Pearson,California,Humboldt County,"Big Lagoon, Humboldt County",Oliver P. Pearson 1639,1949-08-11,"skin, study; skull",male,41.1604001,-124.1323646,988,105,43,12,7,,4,mm,mm,mm,mm,,g,testes 2 mm,
MVZ:Mamm:23968,Sorex vagrans vagrans,23968,Joseph Scattergood Dixon,California,Mono County,Mono Lake Post Office,Joseph Scattergood Dixon 4634,1916-05-21,"skin, study; skull",male,37.990578,-119.141074,2013,95,35,12,6,,7,mm,mm,mm,mm,,g,,
MVZ:Mamm:96138,Sorex vagrans vagrans,96138,John E. Chattin,California,Marin County,5 mi NNE Point Reyes Lighthouse,John E. Chattin 1261,1941-07-11,"skin, study; skull",female,38.0604165,-122.9811179,2398,97,38,12,7,,4.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:134468,Sorex vagrans vagrans,134468,Ward C. Russell,Montana,Lincoln County,Spar Lake,Ward C. Russell 14198,1966-06-19,"skin, study; skull",male,48.2631,-115.9446,1548,113,40,13,6,,8.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:105334,Sorex vagrans vagrans,105334,Joye H. Severaid,California,Mono County,"Swager Canyon, Sweetwater Mts.",Joye H. Severaid 755,1946-07-29,"skin, study; skull",male,38.377051,-119.342674,5150,94,32,13,8,3,7.9,mm,mm,mm,mm,mm,g,testes 6 mm,
MVZ:Mamm:142400,Sorex vagrans vagrans,142400,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 652,1971-12-07,"skin, study; skull",female,49.0833,-123.0833,4149,92,41,12,7,3,3.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:229811,Sorex vagrans vagrans,229811,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-17,DNA (frozen); skeleton; skull; tissue (frozen),female,38.905778,-119.96845,,88,36,12,6,,2.9,mm,mm,mm,mm,,g,"uterus width 1mm, uterus narrow and unvascularized, no nipples showing",
MVZ:Mamm:191628,Sorex vagrans vagrans,191628,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17258,1998-04-30,DNA (frozen); skeleton; tissue (frozen),female,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:114165,Sorex vagrans halicoetes,114165,Robert L. Rudd,California,Alameda County,S side Oakland Airport,Robert L. Rudd 1384,1950-02-20,"skin, study; skull",male,37.73287,-122.21572,2427,107,37,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:229805,Sorex vagrans vagrans,229805,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-18,skeleton; skull; tissue (frozen),male,38.909975,-119.969203,,102,38,12.5,7,,6.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:229809,Sorex vagrans vagrans,229809,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-18,skeleton; skull; tissue (frozen),male,38.905778,-119.96845,,87,37,13,6,,2.3,mm,mm,mm,mm,,g,testes 1.2 x 0.7mm,
MVZ:Mamm:114166,Sorex vagrans halicoetes,114166,Robert L. Rudd,California,Alameda County,S side Oakland Airport,Robert L. Rudd 1385,1950-02-20,"skin, study; skull",male,37.73287,-122.21572,2427,106,38,14,8,,,mm,mm,mm,mm,,,testes 6 mm,
MVZ:Mamm:191652,Sorex vagrans vagrans,191652,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17282,1998-04-29,skeleton; tissue (frozen),female,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:142409,Sorex vagrans vagrans,142409,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 719,1972-01-19,"skin, study; skull",female,49.0833,-123.0833,4149,98,41,13,7,4,3.8,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:130100,Sorex vagrans vagrans,130100,"Alan C. Ziegler, Richard A. Fletcher",California,Humboldt County,"mouth Ossagen Creek, 11 mi N Orick",2667,1963-04-12,whole organism (ethanol),female,41.4420639,-124.062065,23,99,40,12,8,,,mm,mm,mm,mm,,,"No embryos, uterus enlarged",
MVZ:Mamm:67043,Sorex vagrans vagrans,67043,E. Raymond Hall,Nevada,Carson City Independent City,0.5 mi S Marlette Lake,E. Raymond Hall 4938,1935-08-18,"skin, study; skull",unknown,39.16006,-119.8980363,658,105,42,12.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:101440,Sorex vagrans vagrans,101440,Seth B. Benson,California,Marin County,"W Portal area, Fort Barry Military Reserve",Seth B. Benson 8705,1944-08-31,"skin, study; skull",female,37.8292336,-122.5147549,1873,99,39,12,8,3,4.4,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:122537,Sorex vagrans vagrans,122537,Seth B. Benson,California,Siskiyou County,"Wagon Camp, 5.8 mi S, 1 mi W summit Mt. Shasta",Seth B. Benson 12264,1958-06-21,"skin, study; skull",female,41.3255396,-122.2133156,227,105,38,12,7,3,7.4,mm,mm,mm,mm,mm,g,3 emb 11 mm,
MVZ:Mamm:87007,Sorex vagrans vagrans,87007,John E. Chattin,Oregon,Hood River County,"Brooks Meadow, 9 mi ENE Mt. Hood",John E. Chattin 67,1939-07-07,"skin, study; skull",female,45.4189,-121.5208,415,102,39,11,7,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:143650,Sorex vagrans vagrans,143650,Myrnal L. Hawes,British Columbia,,"University of British Columbia Endowment Lands, Vancouver",Myrnal L. Hawes 1205,1972-06-14,"skin, study; skull",female,49.25,-123.11667,12215,115,45,14,8,4,8,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:87008,Sorex vagrans vagrans,87008,John E. Chattin,Oregon,Hood River County,"Brooks Meadow, 9 mi ENE Mt. Hood",John E. Chattin 74,1939-07-07,"skin, study; skull",male,45.4189,-121.5208,415,99,38,11,7,,6,mm,mm,mm,mm,,g,,
MVZ:Mamm:12516,Sorex vagrans vancouverensis,12516,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 139,1910-06-09,"skin, study; skull",male,49.25,-124.8,26356,102,43,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:208843,Sorex vagrans vagrans,208843,James L. Patton,California,Shasta County,"Trapsite R-2, Lassen Volcanic National Park",James L. Patton 21817,2004-08-07,"skeleton; skull; tissue (ethanol, 95%)",male,40.5205994,-121.474732,312,95,38,12,6,,3.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:34695,Sorex vagrans vagrans,34695,Richard M. Hunt,California,Shasta County,"Emerald Lake, Lassen Volcanic National Park",Richard M. Hunt 2272,1924-07-15,"skin, study; skull",female,40.46392,-121.51845,415,104,39,12,3,,7,mm,mm,mm,mm,,g,no embryos,
MVZ:Mamm:126281,Sorex vagrans vagrans,126281,Alan C. Ziegler,Washington,Clallam County,"Tongue Point, 3 mi NNE Joyce",Alan C. Ziegler 1926,1960-06-24,"skin, study; skull",female,48.1664,-123.7039,2588,89,40,12,9,,4.4,mm,mm,mm,mm,,g,No embryos,
MVZ:Mamm:87009,Sorex vagrans vagrans,87009,Frank F. Hooper,Oregon,Hood River County,"Brooks Meadow, 9 mi ENE Mt. Hood",Frank F. Hooper 9,1939-07-07,"skin, study; skull",male,45.4189,-121.5208,415,95,38,11,7,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:242255,Sorex vagrans vagrans,242255,Michael W. Nachman,California,Nevada County,"3 mi NW Hobart Mills, Sagehen Creek Field Station",,2022-09-10,"skin, study; skull; tissue (ethanol, 95%)",female,39.43159,-120.22386,2915,86,36,12,1,,2,mm,mm,mm,mm,,g,,
MVZ:Mamm:229814,Sorex vagrans vagrans,229814,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-27,skeleton; skull; tissue (frozen),male,38.905778,-119.96845,,99,37,13,5,,3.1,mm,mm,mm,mm,,g,"testes abdominal, left testis 1x<1mm",
MVZ:Mamm:123605,Sorex vagrans vagrans,123605,A. P. Hendrickson,California,Modoc County,"Lily Lake, 8 mi E Pine Creek",A. P. Hendrickson 733,1957-08-12,"skin, study; skull",male,41.9768849,-120.2089227,208,97,39,12,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:142847,Sorex vagrans vagrans,142847,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",2648,1972-01-11,"karyotype; skin, study; skull",female,49.0833,-123.0833,4149,103,46,14,8,5,4.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143651,Sorex vagrans vagrans,143651,Myrnal L. Hawes,British Columbia,,"Goldstream River, 12 mi NW Victoria, Vancouver Island, Vancouver Island, Vancouver Island",Myrnal L. Hawes 1034,1972-05-04,"skin, study; skull",male,48.4833,-123.55,3030,105,40,12,8,3,8,mm,mm,mm,mm,mm,g,Testes: 4 x 5 mm,
MVZ:Mamm:83544,Sorex vagrans vagrans,83544,Frederick H. Test,Oregon,Deschutes County,Tumalo Creek 11 mi W Bend,Frederick H. Test 543,1938-06-23,"skin, study; skull",male,44.0323,-121.5351,9117,111,42,13,7,,4.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:143285,Sorex vagrans vagrans,143285,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1383,1972-03-01,"skin, study; skull",female,49.1667,-123.1167,5436,104,47,12,8,3,4.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142838,Sorex vagrans vagrans,142838,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",5166,1972-01-11,"skin, study; skull",male,49.0833,-123.0833,4149,102,45,14,7,4,4,mm,mm,mm,mm,mm,g,Testes: 3 x 4 mm,
MVZ:Mamm:229837,Sorex vagrans vagrans,229837,Sue Fox,California,El Dorado County,"Trout Creek Meadow, City of South Lake Tahoe",,2003-07-18,DNA (frozen); skeleton; skull; tissue (frozen),male,,,,102,37,12,7,,5.6,mm,mm,mm,mm,,g,testes=4x2.5mm,
MVZ:Mamm:229825,Sorex vagrans vagrans,229825,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-18,skeleton; skull; tissue (frozen),male,38.908225,-119.968967,,97,41,12,7,,5.9,mm,mm,mm,mm,,g,testes not scrotal,
MVZ:Mamm:118503,Sorex vagrans vagrans,118503,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 3194,1953-06-11,skull,male,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:142843,Sorex vagrans vagrans,142843,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",2708,1972-01-11,"skin, study; skull",female,49.0833,-123.0833,4149,101,44,14,8,4,3.6,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142850,Sorex vagrans vagrans,142850,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",2666,1972-01-11,"skin, study; skull",female,49.0833,-123.0833,4149,101,44,13,8,4,4.1,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142848,Sorex vagrans vagrans,142848,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",2736,1972-01-11,"karyotype; skin, study; skull",male,49.0833,-123.0833,4149,108,50,15,9,6,4.9,mm,mm,mm,mm,mm,g,Testes: 3.5 x 5.5 mm,
MVZ:Mamm:183422,Sorex vagrans halicoetes,183422,Robert L. Rudd,California,Contra Costa County,San Pablo Marsh,Robert L. Rudd 1844,1952-04-30,"skin, study; skull",male,37.9745281,-122.3765387,1661,106,37,13,6,,4.5,mm,mm,mm,mm,,g,"testes 1 mm. well deved for age, est age: 3-3.5 wks",
MVZ:Mamm:142977,Sorex vagrans vagrans,142977,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1375,1972-07-11,"skin, study; skull",male,49.0833,-123.0833,4149,109,48,13,8,3,4.2,mm,mm,mm,mm,mm,g,t = 1 x 2 mm,
MVZ:Mamm:142969,Sorex vagrans vagrans,142969,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1367,1972-07-11,"skin, study; skull",male,49.0833,-123.0833,4149,110,48,13,9,4,4.6,mm,mm,mm,mm,mm,g,t = 1.5 x 1.5 mm,
MVZ:Mamm:191676,Sorex vagrans vagrans,191676,"James L. Patton, Gary M. Fellers",California,Marin County,"Coast Trail 2.0 km S Youth hostel Trail head 7.2 km WSW Olema, Point Reyes National Seashore",James L. Patton 17185,1998-05-29,skeleton; tissue (frozen),male,38.0301005,-122.8714964,1775,,,,,,,,,,,,,,
MVZ:Mamm:94063,Sorex vagrans vagrans,94063,John Davis,Washington,Pacific County,2.5 mi SE Chinook,John Davis 220,1940-08-09,"skin, study; skull",male,46.247506326,-123.90729212,2348,100,41,13,8,3,3.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:191677,Sorex vagrans vagrans,191677,"James L. Patton, Gary M. Fellers",California,Marin County,"Coast Trail 2.0 km S Youth hostel Trail head 7.2 km WSW Olema, Point Reyes National Seashore",James L. Patton 17186,1998-05-29,skeleton; tissue (frozen),male,38.0301005,-122.8714964,1775,,,,,,,,,,,,,,
MVZ:Mamm:191644,Sorex vagrans vagrans,191644,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17274,1998-04-25,skeleton; tissue (frozen),female,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:191672,Sorex vagrans vagrans,191672,"James L. Patton, Gary M. Fellers",California,Marin County,"Coast Trail 2.0 km S Youth hostel Trail head 7.2 km WSW Olema, Point Reyes National Seashore",James L. Patton 17181,1998-05-29,skeleton; tissue (frozen),female,38.0301005,-122.8714964,1775,,,,,,,,,,,,,,
MVZ:Mamm:142775,Sorex vagrans vagrans,142775,David B. Hawes,British Columbia,,"Reifel Waterfowl Refuge, Delta, Westham Island, Westham Island",David B. Hawes 660,1970-09-20,"skin, study; skull",male,49.0833,-123.0833,3344,106,42,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143125,Sorex vagrans vagrans,143125,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1974,1972-11-01,"skin, study; skull",male,49.0833,-123.0833,4149,105,42,12,8,4,4.2,mm,mm,mm,mm,mm,g,Testes 2x2mm,
MVZ:Mamm:113467,Sorex vagrans paludivagus,113467,,California,San Francisco County,"Sutro Forest, San Francisco",143,1944-08-28,"skin, study; skull",male,37.758146,-122.456094,152,108,44,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:143269,Sorex vagrans vagrans,143269,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 712,1972-01-05,"skin, study; skull",male,49.1667,-123.1167,5436,109,49,12,8,4,4.2,mm,mm,mm,mm,mm,g,Testes: 1.5 x 2.5 mm,
MVZ:Mamm:143283,Sorex vagrans vagrans,143283,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1381,1972-02-22,"skin, study; skull",male,49.1667,-123.1167,5436,104,44,12,8,3,5.9,mm,mm,mm,mm,mm,g,Testes: 4 x 6 mm,
MVZ:Mamm:143252,Sorex vagrans vagrans,143252,Myrnal L. Hawes,British Columbia,,"McNeil Rd., Pitt Meadows",Myrnal L. Hawes 1403,1972-07-18,"skin, study; skull",female,49.2333,-122.6833,2860,103,46,12,8,4,4,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:115049,Sorex vagrans halicoetes,115049,Robert L. Rudd,California,Santa Clara County,"Los Esteros Rd., 0.5 mi NE Alviso, salt marsh",Robert L. Rudd 1491,1950-11-24,"skin, study; skull",female,37.431,-121.96,305,114,41,14,8,,,mm,mm,mm,mm,,,4 nipples visible; OG system enlarged,
MVZ:Mamm:143127,Sorex vagrans vagrans,143127,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 1171,1972-06-01,"skin, study; skull",female,49.2167,-122.6,5596,111,46,13,8,3,4.1,mm,mm,mm,mm,mm,g,"young. preg 3 rt, 3 lf. tiny emb",
MVZ:Mamm:143268,Sorex vagrans vagrans,143268,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1686,1971-12-07,"skin, study; skull",male,49.1667,-123.1167,5436,95,42,13,7,4,4.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142871,Sorex vagrans vagrans,142871,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",793,1972-02-22,"skin, study; skull",male,49.0833,-123.0833,4149,105,44,13,8,3,6,mm,mm,mm,mm,mm,g,Testes: 4.5 x 6 mm,
MVZ:Mamm:34683,Sorex vagrans vagrans,34683,Adrey E. Borell,California,Tehama County,Battle Creek Meadows,Adrey E. Borell 859,1924-06-25,"skin, study; skull",male,40.3377636,-121.5961291,3457,107,39,13,3,,8,mm,mm,mm,mm,,g,,
MVZ:Mamm:93191,Sorex vagrans vagrans,93191,Ward C. Russell,California,Siskiyou County,0.5 mi SW Mount Shasta City,Ward C. Russell 7040,1940-05-08,"skin, study; skull",male,41.3106733,-122.3176413,2749,111,42,13,7,,7.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:99510,Sorex vagrans vagrans,99510,Ward C. Russell,California,Humboldt County,"Maple Creek, 1 mi N junction Mad River",Ward C. Russell 9290,1942-09-06,"skin, study; skull",male,40.77914,-123.88759,2395,116,42,12,6,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:142872,Sorex vagrans vagrans,142872,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",794,1972-02-22,"skin, study; skull",male,49.0833,-123.0833,4149,103,41,13,8,3,5.7,mm,mm,mm,mm,mm,g,Testes: 4 x 6 mm,
MVZ:Mamm:115047,Sorex vagrans halicoetes,115047,Robert L. Rudd,California,Santa Clara County,"Los Esteros Rd., 0.5 mi NE Alviso, salt marsh",Robert L. Rudd 1490,1950-11-24,"skin, study; skull",male,37.431,-121.96,305,102,43,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143299,Sorex vagrans vagrans,143299,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1764,1972-03-26,"skin, study; skull",female,49.1667,-123.1167,5436,104,43,13,8,3,5.4,mm,mm,mm,mm,mm,g,lactating,
MVZ:Mamm:142869,Sorex vagrans vagrans,142869,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",791,1972-02-22,"skin, study; skull",male,49.0833,-123.0833,4149,110,43,13,8,4,6.2,mm,mm,mm,mm,mm,g,Testes: 3 x 5 mm,
MVZ:Mamm:143159,Sorex vagrans vagrans,143159,Myrnal L. Hawes,British Columbia,,"Blaney Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 526,1971-10-11,"skin, study; skull",female,49.3,-122.5833,3180,106,45,13,9,4,4.7,mm,mm,mm,mm,mm,g,,molting
MVZ:Mamm:143318,Sorex vagrans vagrans,143318,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 563,1971-11-09,"skin, study; skull",female,49.1167,-122.75,3666,103,43,12,9,5,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143322,Sorex vagrans vagrans,143322,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 567,1971-11-09,"skin, study; skull",female,49.1167,-122.75,3666,97,40,12,8,4,3.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:34684,Sorex vagrans vagrans,34684,Adrey E. Borell,California,Tehama County,Battle Creek Meadows,Adrey E. Borell 870,1924-06-25,"skin, study; skull",male,40.3377636,-121.5961291,3457,,,,,,,,,,,,,,
MVZ:Mamm:95890,Sorex vagrans vagrans,95890,Ward C. Russell,Oregon,Columbia County,7 mi SE Rainier,Ward C. Russell 8155,1941-06-01,"skin, study; skull",female,46.0084949,-122.8741356,3714,105,40,11,5,,7.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:143366,Sorex vagrans vagrans,143366,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 747,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,104,43,12,8,4,5.4,mm,mm,mm,mm,mm,g,testes: 4 x 6 mm,
MVZ:Mamm:217510,Sorex vagrans vagrans,217510,James Tucker,California,Sierra County,"Sierraville District Office, Tahoe National Forest",,2003-11-04,"DNA (frozen); skin, study; skull; tissue (frozen)",female,39.583737,-120.370608,,105,45,12,7,,3.7,mm,mm,mm,mm,,g,no scars,
MVZ:Mamm:143368,Sorex vagrans vagrans,143368,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 749,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,101,41,13,8,4,5.1,mm,mm,mm,mm,mm,g,testes: 4 x 5 mm,
MVZ:Mamm:112862,Sorex vagrans vagrans,112862,Anita K. Pearson,California,Humboldt County,1 mi S Bayside,Anita K. Pearson 601,1949-08-10,"skin, study; skull",male,40.82892,-124.06271,3874,98,42,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143332,Sorex vagrans vagrans,143332,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 612,1971-11-23,"skin, study; skull",female,49.1167,-122.75,3666,97,41,12,8,4,3.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142418,Sorex vagrans vagrans,142418,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 753,1972-02-01,"skin, study; skull",female,49.0833,-123.0833,4149,100,43,12,7,3,3.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143360,Sorex vagrans vagrans,143360,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 741,1972-02-01,"skin, study; skull",male,49.1167,-122.75,3666,103,44,12,7,3,4.9,mm,mm,mm,mm,mm,g,testes: 3 x 5 mm,
MVZ:Mamm:101630,Sorex vagrans vagrans,101630,,California,Marin County,Fort Barry,29,1944-10-29,"skin, study",male,37.8292336,-122.5147549,1873,99,44,12,8,,,mm,mm,mm,mm,,,,
